case_name,mesh,element_type,kernel,nodes,elements,dofs,nnz,algorithm,threads,effective_threads,thread_region,cpu_model,physical_cores,logical_cores,run_count,preprocess_ms,assembly_ms,total_ms,assembly_mean_ms,assembly_min_ms,assembly_max_ms,assembly_std_ms,total_mean_ms,total_min_ms,total_max_ms,total_std_ms,speedup,efficiency,preprocess_share,rel_l2,max_abs,extra_memory_bytes,peak_rss_mb,colors,prepare_allocate_ms,prepare_coloring_ms,prepare_owner_partition_ms,assembly_zero_ms,assembly_generate_ms,assembly_numeric_ms,assembly_merge_ms,assembly_sort_ms,assembly_reduce_ms,status,skip_reason,diagnostics,platform,omp_proc_bind,omp_places,omp_dynamic
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,8,8,"physical_core_region","Apple M4 Max",14,14,3,630.686584,136.641639,767.328223,136.641639,125.420167,156.000458,13.7465356,767.328223,756.106751,786.687042,13.7465356,3.948902938,0.4936128672,0.8219254357,0,0,1924445952,6143.40625,0,0,0,630.686584,0,0,136.641639,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,8,8,"physical_core_region","Apple M4 Max",14,14,3,212.217958,173.7771527,385.9951107,173.7771527,172.376875,174.711416,1.008430278,385.9951107,384.594833,386.929374,1.008430278,3.105037465,0.3881296832,0.54979442,1.228013142e-16,0.0048828125,8909472,6143.40625,50,0,212.217958,0,0,0,173.7771527,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_atomic,9,9,"physical_core_region","Apple M4 Max",14,14,3,4.1e-05,126.8864027,126.8864027,126.8864027,126.585916,127.272792,0.2869193974,126.8864027,126.585916,127.272792,0.2869193974,4.252501122,0.4725001246,3.231236692e-07,1.164290444e-16,0.005859375,0,6143.40625,0,0,0,0,0,0,126.8864027,0,0,0,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_private_csr,9,9,"physical_core_region","Apple M4 Max",14,14,3,141.006667,148.35325,289.359917,148.35325,112.943042,195.581208,34.75640019,289.359917,253.949709,336.587875,34.75640019,3.637160424,0.404128936,0.4873054584,8.849359086e-17,0.005859375,1980158400,6143.40625,0,141.006667,0,0,13.96526367,0,103.281625,0,0,31.10636133,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,9,9,"physical_core_region","Apple M4 Max",14,14,3,536.8815,150.247278,687.128778,150.247278,136.619875,169.381792,13.93035068,687.128778,673.501375,706.263292,13.93035068,3.591310118,0.3990344575,0.7813404375,0,0,1924445952,6590.984375,0,0,0,536.8815,0,0,150.247278,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,9,9,"physical_core_region","Apple M4 Max",14,14,3,231.177167,166.28775,397.464917,166.28775,164.315708,167.840208,1.469141044,397.464917,395.492875,399.017375,1.469141044,3.244884663,0.3605427404,0.5816291127,1.228013142e-16,0.0048828125,8909472,6590.984375,50,0,231.177167,0,0,0,166.28775,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_atomic,10,10,"physical_core_region","Apple M4 Max",14,14,3,0,129.6868333,129.6868333,129.6868333,128.49825,131.7515,1.465503417,129.6868333,128.49825,131.7515,1.465503417,4.160673492,0.4160673492,0,1.281888579e-16,0.0068359375,0,6590.984375,0,0,0,0,0,0,129.6868333,0,0,0,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_private_csr,10,10,"physical_core_region","Apple M4 Max",14,14,3,102.109875,113.932958,216.042833,113.932958,109.996666,117.065708,2.941326062,216.042833,212.106541,219.175583,2.941326062,4.735983153,0.4735983153,0.4726371784,9.69392873e-17,0.005859375,2200176000,6590.984375,0,102.109875,0,0,9.060555,0,92.43209767,0,0,12.44030533,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,10,10,"physical_core_region","Apple M4 Max",14,14,3,527.945375,128.0985137,656.0438887,128.0985137,124.328041,134.128625,4.308312652,656.0438887,652.273416,662.074,4.308312652,4.212262533,0.4212262533,0.804740939,0,0,1924445952,6610.328125,0,0,0,527.945375,0,0,128.0985137,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,10,10,"physical_core_region","Apple M4 Max",14,14,3,214.895833,174.0658613,388.9616943,174.0658613,166.787625,181.457667,5.989557945,388.9616943,381.683458,396.3535,5.989557945,3.099887396,0.3099887396,0.5524858518,1.228013142e-16,0.0048828125,8909472,6610.328125,50,0,214.895833,0,0,0,174.0658613,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","close","cores","FALSE"
