case_name,mesh,element_type,kernel,nodes,elements,dofs,nnz,algorithm,threads,effective_threads,thread_region,cpu_model,physical_cores,logical_cores,run_count,preprocess_ms,assembly_ms,total_ms,assembly_mean_ms,assembly_min_ms,assembly_max_ms,assembly_std_ms,total_mean_ms,total_min_ms,total_max_ms,total_std_ms,speedup,efficiency,preprocess_share,rel_l2,max_abs,extra_memory_bytes,peak_rss_mb,colors,prepare_allocate_ms,prepare_coloring_ms,prepare_owner_partition_ms,assembly_zero_ms,assembly_generate_ms,assembly_numeric_ms,assembly_merge_ms,assembly_sort_ms,assembly_reduce_ms,status,skip_reason,diagnostics,platform,omp_proc_bind,omp_places,omp_dynamic
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_private_csr,9,9,"physical_core_region","Apple M4 Max",14,14,3,99.622625,104.8401947,204.4628197,104.8401947,104.256292,105.297625,0.4344268581,204.4628197,203.878917,204.92025,0.4344268581,5.183604031,0.5759560034,0.4872407862,8.849359086e-17,0.005859375,1980158400,6341.765625,0,99.622625,0,0,7.991569667,0,85.24155567,0,0,11.60706933,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,9,9,"physical_core_region","Apple M4 Max",14,14,3,439.572875,112.6344583,552.2073333,112.6344583,111.516833,114.753875,1.499399799,552.2073333,551.089708,554.32675,1.499399799,4.824900512,0.5361000569,0.7960286807,0,0,1924445952,6520.40625,0,0,0,439.572875,0,0,112.6344583,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,9,9,"physical_core_region","Apple M4 Max",14,14,3,212.065083,163.0142917,375.0793747,163.0142917,156.844542,169.704166,5.262786309,375.0793747,368.909625,381.769249,5.262786309,3.333757121,0.3704174579,0.5653872149,1.228013142e-16,0.0048828125,8909472,6520.40625,50,0,212.065083,0,0,0,163.0142917,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_atomic,10,10,"physical_core_region","Apple M4 Max",14,14,3,4.2e-05,134.818583,134.818583,134.818583,129.928041,141.056083,4.641770609,134.818583,129.928041,141.056083,4.641770609,4.030972909,0.4030972909,3.11529754e-07,1.282579405e-16,0.0068359375,0,6520.40625,0,0,0,0,0,0,134.818583,0,0,0,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_private_csr,10,10,"physical_core_region","Apple M4 Max",14,14,3,109.999167,117.639403,227.63857,117.639403,114.297625,119.503125,2.368233479,227.63857,224.296792,229.502292,2.368233479,4.619626093,0.4619626093,0.4832184941,9.69392873e-17,0.005859375,2200176000,6520.40625,0,109.999167,0,0,9.170750333,0,96.11323567,0,0,12.355417,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,10,10,"physical_core_region","Apple M4 Max",14,14,3,559.825417,139.1804167,699.0058337,139.1804167,123.526417,160.584625,15.66580926,699.0058337,683.351834,720.410042,15.66580926,3.904644552,0.3904644552,0.800888047,0,0,1924445952,6520.40625,0,0,0,559.825417,0,0,139.1804167,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,10,10,"physical_core_region","Apple M4 Max",14,14,3,200.351208,185.695847,386.047055,185.695847,178.450375,193.298916,6.067162938,386.047055,378.801583,393.650124,6.067162938,2.926560095,0.2926560095,0.5189813143,1.228013142e-16,0.0048828125,8909472,6520.40625,50,0,200.351208,0,0,0,185.695847,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_atomic,11,11,"physical_core_region","Apple M4 Max",14,14,3,8.3e-05,146.8561253,146.8561253,146.8561253,143.093625,149.518292,2.735828595,146.8561253,143.093625,149.518292,2.735828595,3.700561038,0.3364146399,5.651790132e-07,1.364900771e-16,0.0068359375,0,6520.40625,0,0,0,0,0,0,146.8561253,0,0,0,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_private_csr,11,11,"physical_core_region","Apple M4 Max",14,14,3,126.079583,124.196125,250.275708,124.196125,119.558542,129.80125,4.237166501,250.275708,245.638125,255.880833,4.237166501,4.375740835,0.3977946213,0.5037627663,1.03807079e-16,0.0048828125,2420193600,6520.40625,0,126.079583,0,0,10.368653,0,98.838861,0,0,14.988611,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_row_owner,11,11,"physical_core_region","Apple M4 Max",14,14,3,551.928833,169.3409857,721.2698187,169.3409857,138.613375,197.340041,24.05256862,721.2698187,690.542208,749.268874,24.05256862,3.209205695,0.2917459723,0.7652182564,0,0,1924445952,6520.40625,0,0,0,551.928833,0,0,169.3409857,0,0,0,PASS,"","Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_graph_coloring,11,11,"physical_core_region","Apple M4 Max",14,14,3,240.466125,177.7584583,418.2245833,177.7584583,168.820083,185.779167,6.953858239,418.2245833,409.286208,426.245292,6.953858239,3.057238799,0.2779307999,0.5749688913,1.228013142e-16,0.0048828125,8909472,6520.40625,50,0,240.466125,0,0,0,177.7584583,0,0,0,PASS,"","Greedy first-fit element coloring, colors=50","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
"3d-WindTurbineHub","3d-WindTurbineHub",Tet4,physics_tet4,228384,1113684,685152,27502200,cpu_atomic,12,12,"physical_core_region","Apple M4 Max",14,14,3,0.000209,148.004264,148.004264,148.004264,139.727792,162.367958,10.19591365,148.004264,139.727792,162.367958,10.19591365,3.671854046,0.3059878372,1.412121478e-06,2.081131228e-17,0.005859375,0,6520.40625,0,0,0,0,0,0,148.004264,0,0,0,PASS,"","","macOS;arm64;Clang 21.0.0 (clang-2100.0.123.102);OpenMP 202011","","",""
