env_group,algorithm,threads,thread_region,assembly_ms,speedup,efficiency,status,skip_reason,diagnostics,physical_cores,logical_cores,cpu_model,omp_dynamic,omp_proc_bind,omp_places,extra_memory_bytes,rel_l2
bound,cpu_private_csr,9,physical_core_region,148.35325,3.637160424,0.404128936,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,1980158400.0,8.849359086e-17
bound,cpu_row_owner,9,physical_core_region,150.247278,3.591310118,0.3990344575,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,9,physical_core_region,166.28775,3.244884663,0.3605427404,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,10,physical_core_region,129.6868333,4.160673492,0.4160673492,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.281888579e-16
bound,cpu_private_csr,10,physical_core_region,113.932958,4.735983153,0.4735983153,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,2200176000.0,9.69392873e-17
bound,cpu_row_owner,10,physical_core_region,128.0985137,4.212262533,0.4212262533,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,10,physical_core_region,174.0658613,3.099887396,0.3099887396,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,11,physical_core_region,146.2920003,3.6884079,0.335309809,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.370303624e-16
bound,cpu_private_csr,11,physical_core_region,122.786514,4.394493761,0.3994994328,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,2420193600.0,1.03807079e-16
bound,cpu_row_owner,11,physical_core_region,138.5099723,3.895636975,0.3541488159,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,11,physical_core_region,169.9693053,3.174600076,0.2886000069,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,12,physical_core_region,134.7299583,4.004933842,0.3337444868,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.926055321e-17
bound,cpu_private_csr,12,physical_core_region,123.2081253,4.379456048,0.3649546707,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,2640211200.0,1.955083744e-17
bound,cpu_row_owner,12,physical_core_region,114.4595553,4.714194181,0.3928495151,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,12,physical_core_region,164.5725837,3.278702671,0.2732252226,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,13,physical_core_region,194.8821807,2.768773255,0.2129825581,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.448061727e-16
bound,cpu_private_csr,13,physical_core_region,127.7238193,4.22461975,0.32497075,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,2860228800.0,1.128365689e-16
bound,cpu_row_owner,13,physical_core_region,133.8250003,4.032016203,0.3101550925,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,13,physical_core_region,179.078083,3.013124558,0.2317788121,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,14,physical_core_region,155.0338337,3.480431058,0.2486022184,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.491228156e-16
bound,cpu_private_csr,14,physical_core_region,127.6247777,4.227898215,0.3019927296,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,3080246400.0,1.156296498e-16
bound,cpu_row_owner,14,physical_core_region,133.214361,4.050498502,0.2893213216,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,14,physical_core_region,161.280542,3.345627209,0.2389733721,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,15,oversubscription_region,132.1959723,4.081702038,0.2721134692,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.46625915e-16
bound,cpu_private_csr,15,oversubscription_region,130.329,4.140172714,0.2760115143,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,3300264000.0,1.179939966e-16
bound,cpu_row_owner,15,oversubscription_region,164.7575697,3.275021419,0.2183347613,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,15,oversubscription_region,152.2060693,3.545092335,0.236339489,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,16,oversubscription_region,125.861597,4.287126356,0.2679453972,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.478930326e-16
bound,cpu_private_csr,16,oversubscription_region,134.463514,4.012869764,0.2508043602,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,3520281600.0,1.194917402e-16
bound,cpu_row_owner,16,oversubscription_region,150.751764,3.579291912,0.2237057445,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,16,oversubscription_region,147.7632777,3.651682463,0.2282301539,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,17,oversubscription_region,123.187764,4.380179915,0.2576576421,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.493400273e-16
bound,cpu_private_csr,17,oversubscription_region,129.936861,4.152667423,0.2442745543,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,3740299200.0,1.261469697e-16
bound,cpu_row_owner,17,oversubscription_region,138.9668193,3.882830249,0.2284017793,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,17,oversubscription_region,148.197889,3.640973386,0.214174905,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,18,oversubscription_region,138.0830277,3.907682058,0.2170934476,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.430050666e-16
bound,cpu_private_csr,18,oversubscription_region,131.760194,4.095201694,0.2275112052,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,3960316800.0,1.241182181e-16
bound,cpu_row_owner,18,oversubscription_region,129.5513747,4.165023884,0.2313902158,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,18,oversubscription_region,139.9938473,3.854344887,0.2141302715,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,19,oversubscription_region,122.248778,4.413823831,0.2323065174,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.42737802e-16
bound,cpu_private_csr,19,oversubscription_region,229.533236,2.350790583,0.1237258202,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,4180334400.0,1.298761896e-16
bound,cpu_row_owner,19,oversubscription_region,133.3218057,4.047234186,0.2130123256,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,19,oversubscription_region,142.939181,3.774924173,0.1986802196,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,20,oversubscription_region,122.499528,4.404788969,0.2202394485,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.479322243e-16
bound,cpu_private_csr,20,oversubscription_region,129.083861,4.180108694,0.2090054347,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,4400352000.0,1.297256416e-16
bound,cpu_row_owner,20,oversubscription_region,134.8165003,4.002362977,0.2001181489,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,20,oversubscription_region,153.43725,3.51664651,0.1758323255,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,21,oversubscription_region,130.542917,4.13338833,0.1968280157,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.484710357e-16
bound,cpu_private_csr,21,oversubscription_region,128.8476803,4.187770927,0.1994176632,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,4620369600.0,1.31761096e-16
bound,cpu_row_owner,21,oversubscription_region,133.034236,4.055982775,0.1931420369,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,21,oversubscription_region,165.3075977,3.26412444,0.1554344971,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,22,oversubscription_region,131.6984867,4.097120501,0.18623275,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.466278298e-16
bound,cpu_private_csr,22,oversubscription_region,145.861639,3.69929046,0.1681495664,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,4840387200.0,1.334695628e-16
bound,cpu_row_owner,22,oversubscription_region,132.0953197,4.084812172,0.1856732806,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,22,oversubscription_region,145.2063057,3.715985798,0.1689084454,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,23,oversubscription_region,116.5683053,4.628913221,0.2012570966,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.495651135e-16
bound,cpu_private_csr,23,oversubscription_region,166.7163473,3.236542656,0.1407192459,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,5060404800.0,1.345999853e-16
bound,cpu_row_owner,23,oversubscription_region,134.5710833,4.009662078,0.1743331338,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,23,oversubscription_region,177.0301113,3.047981869,0.1325209508,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,24,oversubscription_region,119.459667,4.516876559,0.18820319,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.237828756e-16
bound,cpu_private_csr,24,oversubscription_region,160.8024723,3.355573841,0.1398155767,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,5280422400.0,1.254952402e-16
bound,cpu_row_owner,24,oversubscription_region,135.5112223,3.981844163,0.1659101735,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,24,oversubscription_region,141.8730693,3.803291014,0.1584704589,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,25,oversubscription_region,117.287514,4.60052866,0.1840211464,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.51210204e-16
bound,cpu_private_csr,25,oversubscription_region,158.2184027,3.410378063,0.1364151225,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,5500440000.0,1.362234811e-16
bound,cpu_row_owner,25,oversubscription_region,143.9275557,3.749001136,0.1499600454,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,25,oversubscription_region,141.5125417,3.812980555,0.1525192222,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,26,oversubscription_region,117.4323893,4.594853028,0.1767251164,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.483039436e-16
bound,cpu_private_csr,26,oversubscription_region,189.8215697,2.842588282,0.1093303186,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,5720457600.0,1.367535331e-16
bound,cpu_row_owner,26,oversubscription_region,147.842514,3.64972534,0.1403740515,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,26,oversubscription_region,156.6070417,3.445468122,0.1325180047,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,27,oversubscription_region,140.2277083,3.847916907,0.142515441,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.471963321e-16
bound,cpu_private_csr,27,oversubscription_region,172.4736527,3.128504333,0.1158705308,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,5940475200.0,1.371638282e-16
bound,cpu_row_owner,27,oversubscription_region,140.0016663,3.854129624,0.1427455416,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,27,oversubscription_region,158.456514,3.405253316,0.1261204932,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
bound,cpu_atomic,28,oversubscription_region,122.456625,4.406332199,0.1573690071,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,0.0,1.51185257e-16
bound,cpu_private_csr,28,oversubscription_region,181.0185553,2.980824638,0.1064580228,PASS,,,14,14,Apple M4 Max,FALSE,close,cores,6160492800.0,1.372569877e-16
bound,cpu_row_owner,28,oversubscription_region,131.8462643,4.092528312,0.1461617254,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",14,14,Apple M4 Max,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,28,oversubscription_region,155.965014,3.45965134,0.1235589764,PASS,,"Greedy first-fit element coloring, colors=50",14,14,Apple M4 Max,FALSE,close,cores,8909472.0,1.228013142e-16
